task_name,task_checksum,harnesses_tried,attempts,graded_attempts,successful_attempts,best_accuracy_rate,accuracy_winner_harnesses,accuracy_winner_samples,solved_by_harnesses,lowest_success_tokens,token_winner_harness,token_winner_variant,token_winner_job,lowest_success_cost_usd,cost_winner_harness,cost_winner_variant,cost_winner_job,fastest_success_seconds,time_winner_harness,time_winner_variant,time_winner_job
instance_internetarchive__openlibrary-77c16d530b4d5c0f33d68bead2c6b329aee9b996-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,8b210637b1f519664407a9718325cd89d16a20e8670ef2699654c246667ede14,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,mini-swe-agent-pypi,mini-swe-agent-pypi 1/1,mini-swe-agent-pypi,2533578,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.4241,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,353.6,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_internetarchive__openlibrary-798055d1a19b8fa0983153b709f460be97e33064-v13642507b4fc1f8d234172bf8129942da2c2ca26,8db5657d9898faf3bbda9acd0690c398b4fa56f70713d515a8a379b4fb67cc5c,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,868748,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.8979,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,175.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_internetarchive__openlibrary-798a582540019363d14b2090755cc7b89a350788-v430f20c722405e462d9ef44dee7d34c41e76fe7a,e9a341f2b6922900101853ab1fdc5194e7ed9228f1a1e8b097c668539950c6b8,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,3367588,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.5975,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,1118.8,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_internetarchive__openlibrary-7bf3238533070f2d24bafbb26eedf675d51941f6-v08d8e8889ec945ab821fb156c04c7d2e2810debb,c1772263ad0926ce012e37029dbfe626e0faeb3ded0fb8dc6fc8485eb4cc71f7,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,4,1.0,claude-code,claude-code 4/5,claude-code,2032635,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e,1.5173,claude-code,claude-code | /mnt/glm-5.2-nvfp4 | e2b | python,2f892e769696,258,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e
instance_internetarchive__openlibrary-7c8dc180281491ccaa1b4b43518506323750d1e4-v298a7a812ceed28c4c18355a091f1b268fe56d86,1e2ae6eccbf36ce62737a5cd18491e2bc1a8b89703b98a2be916936f23e3a41a,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/3,claude-code,2871685,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,2.5768,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,368.8,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-7cbfb812ef0e1f9716e2d6e85d538a96fcb79d13-vfa6ff903cb27f336e17654595dd900fa943dcd91,191ee05880d32d18b61e7f54e921beba404a21803b3e7de90ce0c0f3e5e0be87,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,12,12,10,1.0,claude-code; mini-swe-agent,claude-code 9/9; mini-swe-agent 1/1,claude-code; mini-swe-agent,165821,claude-code,claude-code | /mnt/glm-5.2-nvfp4 | e2b | python,c7c9c0c7fbc8,0.0468,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,a0967f91009f,44.8,claude-code,claude-code | /mnt/glm-5.2-nvfp4 | e2b | python,c7c9c0c7fbc8
instance_internetarchive__openlibrary-7edd1ef09d91fe0b435707633c5cc9af41dedddf-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,4e13349dd910f665b065ba4d4299f4e1671f5732fc6e8f514a0e94e89094ba1a,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/4; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,514971,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.1187,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,351.9,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,5853e1148674250e52fab0bb9ba5e7e38ebc2258cde5be9d0aaf139e7309f61d,claude-code; mini-swe-agent; mini-swe-agent-pypi,9,9,6,1.0,claude-code,claude-code 6/7,claude-code,1014194,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.8906,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,217.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,e86b72c8e3ce1a75e0b662c86c6b803bf67dc72bb69739fa125d5e5b9bc7db13,subconscious-code,1,0,0,0.0,,,,,,,,,,,,,,,
instance_internetarchive__openlibrary-7f7e53aa4cf74a4f8549a5bcd4810c527e2f6d7e-v13642507b4fc1f8d234172bf8129942da2c2ca26,4571b0150eaa821b6c1337790ea6d7b191704d3b2cdc0e2b1c0dfeb2723d58f2,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,1650892,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,1.6134,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,271.8,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-89e4b4431fe7506c365a6f6eb6f6d048d04c044c-v08d8e8889ec945ab821fb156c04c7d2e2810debb,9d2f359a8c3e6d4b3bb8d6bce23e308c886e9bae3526116c5fe736aeeff12298,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,436847,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,0.3217,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,113.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8
instance_internetarchive__openlibrary-8a5a63af6e0be406aa6c8c9b6d5f28b2f1b6af5a-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,7f92711ad0c1c526648563a1b5b9882a080c0257d3fb6b86d334268f516e46d3,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,632860,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.1242,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,123.8,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_internetarchive__openlibrary-8a9d9d323dfcf2a5b4f38d70b1108b030b20ebf3-v13642507b4fc1f8d234172bf8129942da2c2ca26,1e30eafe8f431d0131e54f321009ec53600c38d5260847208d671462166e97c9,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,5850033,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.3439,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,1335.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-910b08570210509f3bcfebf35c093a48243fe754-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,c9e7d0edeb9b6b67f0ebc77690880a93fa875a54c029ca029b9d9a5089e3bc57,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/3,claude-code,210328,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.1998,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,60.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-91efee627df01e32007abf2d6ebf73f9d9053076-vbee42ad1b72fb23c6a1c874868a720b370983ed2,37223fe5d257bf9cedd243dd76059c00972e3a1b8636b758a7dff03aa62b2217,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,656039,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.5594,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,118.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_internetarchive__openlibrary-92db3454aeaa02f89b4cdbc3103f7e95c9759f92-v2c55207218fb8a0138425cbf7d9675272e240b90,8b6702bf49842b93350a21d3703aaa3e4aed8ab0414089671ff3bfb8892a915b,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent,claude-code 1/3; mini-swe-agent 1/1,claude-code; mini-swe-agent,584263,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,a0967f91009f,0.108,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,a0967f91009f,104.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_internetarchive__openlibrary-9bdfd29fac883e77dcbc4208cab28c06fd963ab2-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,a8af020f765dd2fa3fdd91753db28d6486c7690d47f5b4b771638079380870ce,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/4; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1142474,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.5267,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,504,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-9c392b60e2c6fa1d68cb68084b4b4ff04d0cb35c-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,5e2f6dd24e13033ff9359c3fdf78361502fcb436f74bda4fb8488c1c3a17181d,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,12,12,9,1.0,claude-code; mini-swe-agent-pypi,claude-code 8/9; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,736275,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.1373,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,228.6,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_internetarchive__openlibrary-9c392b60e2c6fa1d68cb68084b4b4ff04d0cb35c-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,c5471dc185c76e5cef5c512b5118c4d7d0f6e800e94f624d5f1caf1057ae5461,subconscious-code,1,0,0,0.0,,,,,,,,,,,,,,,
instance_internetarchive__openlibrary-9cd47f4dc21e273320d9e30d889c864f8cb20ccf-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,2fdf3271576709bd7d69c115069a0a8942dc0ea908d0b8a1cd0271b4487224a2,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1150974,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.365,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,141.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-a48fd6ba9482c527602bc081491d9e8ae6e8226c-vfa6ff903cb27f336e17654595dd900fa943dcd91,71a8437f1442beea6f2a73d92f8b7edaaae6a711edadce0b3701f9589f3cb553,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,1668707,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1.265,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,210,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_internetarchive__openlibrary-a7b7dc5735a1b3a9824376b1b469b556dd413981-va4315b5dc369c1ef66ae22f9ae4267aa3114e1b3,bc313146dadfc2a52e5f7a1e146f472e767ecf59fa6959193d33c0cdb14288ca,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,4,1.0,claude-code; mini-swe-agent-pypi,claude-code 3/5; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,436847,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.3217,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,113.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-acdddc590d0b3688f8f6386f43709049622a6e19-vfa6ff903cb27f336e17654595dd900fa943dcd91,1edd1f9745f91a1ba3b4e686ca3374c86166e166611349e1fd0d0093f0e8fbbb,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,2451443,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.6968,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,284.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_internetarchive__openlibrary-b112069e31e0553b2d374abb5f9c5e05e8f3dbbe-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,00cdf07bd7b32ae295e0c2d9835946dc69867c20e585cd47f93d26fffde4ee3b,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1918976,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.9495,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,216.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-b4f7c185ae5f1824ac7f3a18e8adf6a4b468459c-v08d8e8889ec945ab821fb156c04c7d2e2810debb,79b16aa61e8fa252bb2ad536f2e1f2d78ba6d823a7d0906fe2a8de10493eefce,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1806944,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.4152,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,250.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-b67138b316b1e9c11df8a4a8391fe5cc8e75ff9f-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,9398be674163fed667d4e1525a6c5417681266601b5d9c9741e254d1589b2461,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,1135553,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.4462,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,198.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-ba3abfb6af6e722185d3715929ab0f3e5a134eed-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,6b22ae0cc40a2639bd4b32368b0a62e14493249097b0574aaa61f9321d412670,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,742073,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.3908,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,88.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-bb152d23c004f3d68986877143bb0f83531fe401-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,429ad7560fb84cd8a514264f0e175f745f9e547dcc2dde1096e484b265e2b5d1,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,2,1.0,claude-code,claude-code 2/5,claude-code,1807383,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.5549,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,236.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-bdba0af0f6cbaca8b5fc3be2a3080f38156d9c92-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,af3cc687889cd02f3b758315017e529b4ca22b3dde50a8d2cf1f8dd0aa5a7221,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,4,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent 1/1; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,691995,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.1091,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,a0967f91009f,109.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_internetarchive__openlibrary-c05ccf2cd8baa81609434e0e35c4a63bc0da5a25-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,694ec1f96065f81b2f61dbec0f58e3dcdf0788ad6eb12b0b9db5dc85242d6ef1,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,791080,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.5846,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,72,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-c12943be1db80cf1114bc267ddf4f9933aca9b28-v2c55207218fb8a0138425cbf7d9675272e240b90,45e332f036761b80b02d2bf5eb2ad364259503ed5cf80d203f21a44b9e2839ae,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,4,1.0,claude-code; mini-swe-agent-pypi,claude-code 3/5; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,549517,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428,0.7187,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,216.4,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e
instance_internetarchive__openlibrary-c4eebe6677acc4629cb541a98d5e91311444f5d4-v13642507b4fc1f8d234172bf8129942da2c2ca26,66d433f12cc650f856de0788dd762d5f7c329977f86fbeb66723a62d5a7acead,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,4,1.0,claude-code; mini-swe-agent-pypi,claude-code 3/4; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1035029,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.8029,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,138,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_internetarchive__openlibrary-c506c1b0b678892af5cb22c1c1dbc35d96787a0a-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,ffb286ce3a47ae2e284764ea0472c69c4da2e146cd51b4736a9fe2444d469e6c,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,10,10,8,1.0,claude-code; mini-swe-agent-pypi,claude-code 7/7; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,380924,claude-code,claude-code | glm-5.2 | e2b | python,399624f9cd96,0.3697,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e,95.7,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e
instance_internetarchive__openlibrary-c506c1b0b678892af5cb22c1c1dbc35d96787a0a-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,d1151464bd19d984c02a14de9af6f07948726e32180d6c1bea811f0e2e60c0e6,subconscious-code,1,0,0,0.0,,,,,,,,,,,,,,,
instance_internetarchive__openlibrary-c8996ecc40803b9155935fd7ff3b8e7be6c1437c-ve8fc82d8aae8463b752a211156c5b7b59f349237,d078c02bd043cf526bc8955dbbb0d035fd22b30e44c41da00398038f0a0f1d0a,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,1142474,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1.0171,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,504,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_internetarchive__openlibrary-d109cc7e6e161170391f98f9a6fa1d02534c18e4-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,6bbb0f07c15f2096faee74a73e4888c7d7e8ed9173b5301aa0e5cfa999309a5c,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,987704,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.1615,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,248.3,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_internetarchive__openlibrary-d40ec88713dc95ea791b252f92d2f7b75e107440-v13642507b4fc1f8d234172bf8129942da2c2ca26,258550a284bb01c45e71da4acf0c78b624ba18b98fd8449382aeb0f3abbc342f,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,941365,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.026,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,159.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-d8162c226a9d576f094dc1830c4c1ffd0be2dd17-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,63c5b154d222df5e1408a1c6943e96a85ea12aee3190d172c702baf6d98fbf7a,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/3,claude-code,923680,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.8122,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1347.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_internetarchive__openlibrary-dbbd9d539c6d4fd45d5be9662aa19b6d664b5137-v08d8e8889ec945ab821fb156c04c7d2e2810debb,2d3c6897f98627eb447cd3051351e2be526aba99fad27276008ebd01b3234c84,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/3,claude-code,808315,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.7606,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,187.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_internetarchive__openlibrary-de6ae10512f1b5ef585c8341b451bc49c9fd4996-vfa6ff903cb27f336e17654595dd900fa943dcd91,37242676dbe6bed4c94259fe58ccae2398f33e69def8f74766f87d9bc2e2cafa,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,5,1.0,claude-code; mini-swe-agent-pypi,claude-code 4/5; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,210328,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.1998,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,60.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_internetarchive__openlibrary-e010b2a13697de70170033902ba2e27a1e1acbe9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,869048fbecff83635bafa1215e59ff7cddf952ea77448531185409d74d7808b4,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,3,1.0,claude-code,claude-code 3/5,claude-code,1575669,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e,1.4319,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428,210.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428
instance_internetarchive__openlibrary-e1e502986a3b003899a8347ac8a7ff7b08cbfc39-v08d8e8889ec945ab821fb156c04c7d2e2810debb,c753285cf5a0b9a2bc5d5f07f9af28f1d0b06a8cf14f69eff6af1440e08c22cc,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/5; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1152703,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.3307,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,332.2,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
